n_trades,wins,losses,pf,wr,sigs_per_day_per_symbol,mdd,avg_duration,seed,profile
0,0,0,0.0,0.0,0.0,0.0,0.0,42,Aggressive
0,0,0,0.0,0.0,0.0,0.0,0.0,42,Balanced
0,0,0,0.0,0.0,0.0,0.0,0.0,42,Conservative
386,174,211,1.2369668246445498,0.45194805194805193,3.4504935129430754,22.5,4.55440414507772,1,Aggressive
37,20,17,1.7647058823529411,0.5405405405405406,0.3307467875100875,5.0,3.675675675675676,1,Balanced
20,12,8,2.25,0.6,0.17878204730275002,3.0,3.7,1,Conservative
0,0,0,0.0,0.0,0.0,0.0,0.0,7,Aggressive
0,0,0,0.0,0.0,0.0,0.0,0.0,7,Balanced
0,0,0,0.0,0.0,0.0,0.0,0.0,7,Conservative
